city,district,neighborhood,room,living_room,area,age,floor,price,area_per_room
istanbul,bagcilar,sancaktepe,2,1,100,20,1,18000,33
istanbul,fatih,sumbul_efendi,2,1,55,30,1,15000,18
istanbul,sisli,bozkurt,2,1,90,50,-1,22000,30
istanbul,besiktas,nisbetiye,3,1,140,55,2,62000,35
istanbul,kadikoy,osmanaga,1,1,45,31,5,35000,22
istanbul,sisli,fulya,1,1,50,30,1,19000,25
istanbul,fatih,sehremini,1,1,55,11,2,15000,27
istanbul,eyupsultan,guzeltepe,1,1,100,6,1,55000,50
istanbul,beykoz,kavacik,2,1,120,16,4,47000,40
istanbul,esenyurt,akevler,2,1,100,7,5,25000,33
istanbul,sisli,pasa,1,1,55,18,0,16000,27
istanbul,sisli,mesrutiyet,1,1,77,25,2,38000,38
istanbul,sisli,cumhuriyet,1,1,45,13,4,36000,22
istanbul,kucukcekmece,atakent,3,1,159,6,3,65000,39
istanbul,esenyurt,suleymaniye,1,1,85,5,1,10500,42
istanbul,sultanbeyli,adil,1,1,65,11,7,23000,32
istanbul,besiktas,yildiz,1,1,65,15,3,38000,32
istanbul,eyupsultan,guzeltepe,1,1,75,6,4,45000,37
istanbul,uskudar,valide_i_atik,2,1,65,39,1,19500,21
istanbul,beyoglu,kilicali_pasa,3,1,100,40,-2,35000,25
istanbul,sariyer,poligon,4,1,180,25,-2,50000,36
istanbul,kagithane,sultan_selim,3,1,130,29,2,27000,32
istanbul,silivri,alibey,3,1,140,30,3,19000,35
istanbul,sultangazi,zubeyde_hanim,2,1,90,18,-2,15000,30
istanbul,beyoglu,halicioglu,1,1,60,14,-1,16000,30
istanbul,avcilar,ambarli,2,1,110,25,3,15000,36
istanbul,sariyer,pinar,1,1,75,21,2,15000,37
istanbul,bagcilar,100_yil,2,1,70,6,1,22500,23
istanbul,bahcelievler,hurriyet,2,1,60,35,-2,10000,20
istanbul,atasehir,barbaros,3,1,135,40,4,20000,33
istanbul,beyoglu,istiklal,2,1,85,5,7,60000,28
istanbul,kagithane,sultan_selim,2,1,80,5,3,42000,26
istanbul,uskudar,altunizade,3,1,124,24,0,45000,31
istanbul,kagithane,sultan_selim,2,1,70,0,4,25500,23
istanbul,esenyurt,barbaros_hayrettin_pasa,1,1,106,13,3,20000,53
istanbul,sisli,mesrutiyet,1,1,65,20,-2,29000,32
istanbul,esenyurt,zafer,1,1,75,7,3,15000,37
istanbul,beykoz,ornekkoy,3,1,140,15,3,23000,35
istanbul,cekmekoy,merkez,2,1,115,7,2,39000,38
istanbul,sariyer,zekeriyakoy,1,1,67,11,0,50000,33
istanbul,atasehir,kayisdagi,1,1,60,5,7,27500,30
istanbul,sisli,merkez,3,1,140,30,3,65000,35
istanbul,atasehir,inonu,2,1,75,11,0,26500,25
istanbul,sariyer,huzur,3,1,100,30,7,55000,25
istanbul,beykoz,ciftlik,2,1,140,21,-2,55000,46
istanbul,gaziosmanpasa,merkez,2,1,110,5,2,30000,36
istanbul,basaksehir,bahcesehir_2_kisim,3,1,180,23,2,30000,45
istanbul,beykoz,cubuklu,1,1,55,20,-2,13500,27
istanbul,kagithane,celiktepe,1,1,60,0,4,25000,30
istanbul,besiktas,muradiye,2,1,95,25,3,10000,31
istanbul,umraniye,esenkent,3,1,110,25,3,30000,27
istanbul,sultanbeyli,adil,1,1,65,11,7,23000,32
istanbul,cekmekoy,nisantepe,1,1,77,4,-2,32500,38
istanbul,kagithane,talatpasa,2,1,100,21,4,26000,33
istanbul,sariyer,kirecburnu,2,1,140,30,2,45000,46
istanbul,kagithane,sultan_selim,3,1,130,29,2,27000,32
istanbul,kadikoy,kozyatagi,3,1,125,31,1,60000,31
istanbul,umraniye,namik_kemal,1,1,55,15,-2,20000,27
istanbul,kadikoy,merdivenkoy,2,1,85,9,5,52000,28
istanbul,fatih,balat,3,1,95,52,1,41500,23
istanbul,fatih,sehremini,1,1,55,8,3,21000,27
istanbul,gaziosmanpasa,merkez,1,1,60,8,1,22500,30
istanbul,esenyurt,yesilkent,1,1,55,7,1,15000,27
istanbul,besiktas,etiler,2,1,75,31,3,70000,25
istanbul,kagithane,sultan_selim,2,1,80,5,8,50000,26
istanbul,besiktas,gayrettepe,3,1,140,45,3,47000,35
istanbul,sariyer,tarabya,2,1,85,25,2,27000,28
istanbul,kagithane,sirintepe,2,1,80,4,-3,18500,26
istanbul,bagcilar,100_yil,1,1,80,5,2,15000,40
istanbul,beylikduzu,gurpinar,3,1,110,25,1,18000,27
istanbul,sariyer,rumeli_hisari,2,1,90,35,2,28000,30
istanbul,maltepe,kucukyali,2,1,95,8,2,45000,31
istanbul,sancaktepe,kemal_turkler,2,1,85,12,1,18750,28
istanbul,besiktas,etiler,3,1,100,40,0,45000,25
istanbul,sisli,cumhuriyet,1,1,70,13,4,45000,35
istanbul,esenler,fevzi_cakmak,3,1,85,25,3,16000,21
istanbul,kagithane,caglayan,1,1,60,4,1,25000,30
istanbul,uskudar,murat_reis,2,1,70,45,3,42000,23
istanbul,kucukcekmece,yesilova,2,1,115,25,1,22000,38
istanbul,bagcilar,kemalpasa,2,1,95,26,0,20000,31
istanbul,kagithane,telsizler,1,1,45,1,-3,18000,22
istanbul,beyoglu,hacimimi,1,1,90,6,3,60000,45
istanbul,beyoglu,gumussuyu,2,1,100,40,5,45000,33
istanbul,kadikoy,hasanpasa,1,1,50,45,-2,21500,25
istanbul,besiktas,yildiz,3,1,125,38,3,36000,31
istanbul,kadikoy,goztepe,2,1,90,5,0,62000,30
istanbul,uskudar,bulgurlu,2,1,90,29,-3,34000,30
istanbul,buyukcekmece,ataturk,2,1,85,4,-2,38000,28
istanbul,fatih,koca_mustafapasa,2,1,70,45,1,20000,23
istanbul,sisli,merkez,2,1,85,30,3,35000,28
istanbul,esenyurt,zafer,1,1,75,7,7,12000,37
istanbul,kadikoy,kozyatagi,2,1,100,6,3,60000,33
istanbul,kagithane,talatpasa,2,1,75,5,4,35000,25
istanbul,kagithane,talatpasa,1,1,70,4,-3,17500,35
istanbul,esenyurt,fatih,1,1,90,2,4,13000,45
istanbul,beylikduzu,adnan_kahveci,3,1,150,21,8,30000,37
istanbul,beylikduzu,baris,3,1,140,27,2,25000,35
istanbul,umraniye,necip_fazil,3,1,135,30,4,41500,33
istanbul,sisli,19_mayis,3,1,120,35,1,40000,30
istanbul,kagithane,sultan_selim,3,1,130,29,2,27000,32
istanbul,umraniye,tatlisu,3,1,103,31,3,37000,25
istanbul,kagithane,caglayan,1,1,60,5,-2,14500,30
istanbul,bahcelievler,yenibosna_merkez,1,1,77,10,-2,40000,38
istanbul,gaziosmanpasa,merkez,2,1,110,5,2,30000,36
istanbul,bayrampasa,yildirim,2,1,90,30,1,20000,30
istanbul,sariyer,zekeriyakoy,3,1,135,25,5,68000,33
istanbul,maltepe,zumrutevler,2,1,75,13,3,20000,25
istanbul,fatih,ayvansaray,1,1,70,5,3,22000,35
istanbul,esenyurt,pinar,2,1,115,10,3,25000,38
istanbul,umraniye,istiklal,2,1,80,30,0,20000,26
istanbul,atasehir,kayisdagi,3,1,130,30,0,22000,32
istanbul,esenyurt,baglarcesme,2,1,95,10,1,12000,31
istanbul,uskudar,murat_reis,1,1,65,50,3,25000,32
istanbul,sancaktepe,sarigazi,2,1,72,13,4,25000,24
istanbul,tuzla,yayla,2,1,77,0,6,27999,25
istanbul,avcilar,universite,2,1,60,40,3,25000,20
istanbul,sisli,cumhuriyet,3,1,140,25,2,35000,35
istanbul,kagithane,yahya_kemal,1,1,65,28,-1,12500,32
istanbul,fatih,koca_mustafapasa,1,1,45,40,3,12500,22
istanbul,fatih,topkapi,2,1,90,31,5,28000,30
istanbul,kagithane,caglayan,2,1,99,8,-2,18500,33
istanbul,beyoglu,haciahmet,1,1,75,15,3,20000,37
istanbul,esenler,fatih,3,1,110,30,2,19200,27
istanbul,beykoz,kavacik,2,1,80,20,5,12000,26
istanbul,fatih,yedikule,2,1,80,35,1,37000,26
istanbul,beyoglu,piyalepasa,2,1,120,30,3,19000,40
istanbul,pendik,kaynarca,3,1,110,28,3,16000,27
istanbul,bayrampasa,kocatepe,3,1,140,26,3,35000,35
istanbul,sisli,mesrutiyet,2,1,80,50,3,35000,26
istanbul,uskudar,valide_i_atik,2,1,80,31,1,23500,26
istanbul,fatih,iskenderpasa,2,1,118,35,2,30000,39
istanbul,maltepe,yali,2,1,85,26,1,30000,28
istanbul,uskudar,unalan,2,1,75,50,1,30000,25
istanbul,kadikoy,rasimpasa,3,1,85,35,-2,40000,21
istanbul,sisli,kustepe,2,1,70,4,2,28000,23
istanbul,adalar,nizam,3,1,140,31,5,45000,35
istanbul,esenler,menderes,2,1,130,30,2,19000,43
istanbul,besiktas,sinanpasa,2,1,85,40,1,30000,28
istanbul,sisli,pasa,1,1,70,18,1,20000,35
istanbul,kagithane,talatpasa,2,1,90,0,0,26500,30
istanbul,besiktas,gayrettepe,2,1,70,2,1,60000,23
istanbul,kucukcekmece,cennet,1,1,75,7,1,28000,37
istanbul,kagithane,celiktepe,2,1,100,24,1,26500,33
istanbul,sisli,gulbahar,2,1,85,16,1,11000,28
istanbul,uskudar,salacak,2,1,95,30,1,10000,31
istanbul,maltepe,altintepe,3,1,130,30,4,34500,32
istanbul,kartal,kordonboyu,2,1,100,38,0,28000,33
istanbul,uskudar,mimar_sinan,2,1,100,30,2,23000,33
istanbul,beykoz,pasabahce,2,1,75,40,-1,15000,25
istanbul,kagithane,merkez,3,1,100,10,1,31000,25
istanbul,bagcilar,kazim_karabekir,3,1,120,10,-2,12500,30
istanbul,gungoren,tozkoparan,2,1,100,26,5,30000,33
istanbul,besiktas,nisbetiye,2,1,120,40,3,50000,40
istanbul,sisli,merkez,1,1,70,8,-2,45000,35
istanbul,kadikoy,osmanaga,1,1,55,9,2,42500,27
istanbul,uskudar,bulgurlu,1,1,45,8,3,13000,22
istanbul,fatih,koca_mustafapasa,2,1,55,45,2,21500,18
istanbul,sultanbeyli,mimar_sinan,2,1,130,7,3,20000,43
istanbul,esenyurt,ucevler,1,1,85,11,3,24000,42
istanbul,sisli,merkez,2,1,100,8,-2,25000,33
istanbul,sariyer,zekeriyakoy,1,1,85,23,-2,35000,42
istanbul,gungoren,gencosman,2,1,90,20,4,20000,30
istanbul,sultangazi,ugur_mumcu,2,1,95,8,4,23000,31
istanbul,kagithane,gursel,2,1,100,10,0,35000,33
istanbul,maltepe,findikli,1,1,50,4,4,24000,25
istanbul,sariyer,resitpasa,2,1,60,30,3,35000,20
istanbul,beyoglu,firuzaga,1,1,65,6,-1,35000,32
istanbul,beykoz,incirkoy,3,1,130,30,3,30000,32
istanbul,sisli,mecidiyekoy,3,1,120,30,4,35000,30
istanbul,kagithane,sultan_selim,3,1,130,29,2,27000,32
istanbul,sisli,yayla,1,1,71,13,2,39000,35
istanbul,kadikoy,19_mayis,3,1,110,31,2,40000,27
istanbul,beylikduzu,sahil,4,1,180,6,5,25000,36
istanbul,sariyer,fatih_sultan_mehmet,1,1,65,25,-2,18000,32
istanbul,beykoz,cigdem,1,1,65,20,0,20000,32
istanbul,besiktas,dikilitas,1,1,96,15,8,60000,48
istanbul,esenler,nine_hatun,3,1,140,15,3,20000,35
istanbul,kagithane,sultan_selim,3,1,120,40,5,25000,30
istanbul,bahcelievler,bahcelievler,1,1,74,12,1,45000,37
istanbul,fatih,ali_kuscu,3,1,120,35,2,25000,30
istanbul,avcilar,cihangir,2,1,80,28,1,20000,26
istanbul,pendik,ahmet_yesevi,3,1,130,10,1,22000,32
istanbul,bahcelievler,siyavuspasa,1,1,90,30,1,25000,45
istanbul,kagithane,sultan_selim,3,1,155,26,3,38000,38
istanbul,kagithane,celiktepe,1,1,70,30,4,15000,35
istanbul,bahcelievler,hurriyet,2,1,110,7,2,37000,36
istanbul,sile,haci_kasim,2,1,95,35,2,25000,31
istanbul,sisli,eskisehir,1,1,65,7,4,30000,32
istanbul,umraniye,namik_kemal,2,1,80,21,0,20000,26
istanbul,uskudar,aziz_mahmut_hudayi,2,1,95,36,4,59000,31
istanbul,buyukcekmece,pinartepe,3,1,180,11,2,47000,45
istanbul,kadikoy,caferaga,3,1,125,45,2,40000,31
istanbul,kadikoy,hasanpasa,2,1,90,35,4,50000,30
istanbul,sisli,merkez,3,1,155,30,4,45000,38
istanbul,besiktas,etiler,2,1,100,30,-2,65000,33
istanbul,beylikduzu,kavakli,3,1,145,0,2,41000,36
istanbul,maltepe,altintepe,3,1,110,2,4,60000,27
istanbul,bakirkoy,sakizagaci,3,1,120,35,4,50000,30
istanbul,kagithane,sirintepe,2,1,78,8,0,20500,26
istanbul,besiktas,akat,3,1,105,30,2,65000,26
istanbul,silivri,piri_mehmet_pasa,2,1,140,30,2,25000,46
istanbul,uskudar,acibadem,2,1,90,17,-2,30000,30
istanbul,sariyer,zekeriyakoy,2,1,85,21,3,55000,28
istanbul,maltepe,altintepe,3,1,90,0,5,58000,22
istanbul,beykoz,cubuklu,1,1,50,20,0,15000,25
istanbul,esenyurt,hurriyet,2,1,75,20,2,10000,25
istanbul,basaksehir,guvercintepe,3,1,145,10,5,25000,36
istanbul,basaksehir,bahcesehir_2_kisim,2,1,85,30,3,30000,28
istanbul,gaziosmanpasa,karadeniz,2,1,80,6,0,20000,26
istanbul,cekmekoy,nisantepe,1,1,59,10,1,35000,29
istanbul,beyoglu,gumussuyu,1,1,75,50,1,30000,37
istanbul,beykoz,akbaba,2,1,120,30,2,20000,40
istanbul,kagithane,talatpasa,2,1,90,16,5,18000,30
istanbul,kagithane,sultan_selim,2,1,100,29,1,20050,33
istanbul,kadikoy,merdivenkoy,2,1,70,0,3,45000,23
istanbul,beyoglu,kilicali_pasa,3,1,135,40,1,65000,33
istanbul,bagcilar,demirkapi,2,1,120,26,5,15000,40
istanbul,kagithane,ortabayir,1,1,75,17,1,16000,37
istanbul,kartal,yukari,2,1,95,30,2,24500,31
istanbul,buyukcekmece,celaliye,1,1,55,27,5,15000,27
istanbul,bagcilar,fatih,2,1,140,30,5,14000,46
istanbul,kucukcekmece,inonu,3,1,135,28,4,18000,33
istanbul,esenyurt,sultaniye,2,1,95,7,5,14000,31
istanbul,avcilar,mustafa_kemal_pasa,2,1,90,28,3,17000,30
istanbul,kucukcekmece,inonu,1,1,75,0,2,28000,37
istanbul,fatih,yavuz_sultan_selim,2,1,100,35,5,27000,33
istanbul,silivri,mimar_sinan,1,1,55,1,3,20500,27
istanbul,bahcelievler,cumhuriyet,2,1,110,17,3,28000,36
istanbul,kagithane,talatpasa,1,1,65,0,1,23500,32
istanbul,beyoglu,firuzaga,1,1,50,10,2,45000,25
istanbul,umraniye,esenkent,1,1,45,0,2,20000,22
istanbul,sariyer,resitpasa,3,1,120,25,-2,40000,30
istanbul,bayrampasa,yenidogan,3,1,100,25,4,35000,25
istanbul,bahcelievler,sirinevler,3,1,120,40,5,20000,30
istanbul,sariyer,fatih_sultan_mehmet,1,1,55,42,0,15000,27
istanbul,beylikduzu,kavakli,3,1,160,9,3,31000,40
istanbul,pendik,dogu,1,1,85,7,8,38000,42
istanbul,fatih,haseki_sultan,1,1,65,40,2,18000,32
istanbul,sariyer,baltalimani,1,1,70,40,0,70000,35
istanbul,bayrampasa,terazidere,1,1,70,30,4,16000,35
istanbul,sariyer,ayazaga,1,1,64,4,-2,36000,32
istanbul,kartal,kordonboyu,1,1,75,7,0,32500,37
istanbul,kagithane,celiktepe,2,1,90,25,2,27000,30
istanbul,beykoz,cigdem,1,1,65,1,-1,15000,32
istanbul,kagithane,sirintepe,2,1,85,5,4,20000,28
istanbul,uskudar,bulgurlu,2,1,85,29,3,23000,28
istanbul,atasehir,ornek,2,1,85,15,1,27000,28
istanbul,esenler,fatih,2,1,100,2,-2,18500,33
istanbul,bakirkoy,zeytinlik,2,1,90,40,5,30000,30
istanbul,silivri,mimar_sinan,1,1,50,4,8,10000,25
istanbul,adalar,maden,2,1,85,9,3,48500,28
istanbul,besiktas,gayrettepe,4,1,120,30,1,60000,24
istanbul,tuzla,sifa,2,1,85,14,5,21500,28
istanbul,sisli,mecidiyekoy,2,1,70,14,1,30000,23
istanbul,sariyer,cumhuriyet,2,1,140,35,1,55000,46
istanbul,sisli,gulbahar,2,1,100,21,4,22000,33
istanbul,besiktas,gayrettepe,1,1,57,2,3,50000,28
istanbul,esenyurt,cinar,3,1,120,6,-2,15000,30
istanbul,kartal,hurriyet,2,1,85,25,1,11000,28
istanbul,sisli,merkez,1,1,60,0,4,55000,30
istanbul,fatih,haseki_sultan,3,1,110,45,1,25000,27
istanbul,kagithane,sultan_selim,1,1,60,25,2,18000,30
istanbul,sariyer,fatih_sultan_mehmet,1,1,65,20,1,17000,32
istanbul,beykoz,tokatkoy,2,1,80,20,1,18000,26
istanbul,kadikoy,kozyatagi,3,1,160,32,3,25000,40
istanbul,kagithane,sultan_selim,2,1,53,29,3,20000,17
istanbul,kadikoy,19_mayis,3,1,100,0,4,65000,25
istanbul,beykoz,merkez,2,1,90,20,2,20000,30
istanbul,basaksehir,altinsehir,1,1,80,5,4,15000,40
istanbul,esenler,kemer,2,1,85,40,2,13000,28
istanbul,cekmekoy,cumhuriyet,4,1,130,30,0,15500,26
istanbul,besiktas,levazim,4,1,145,38,4,65000,29
istanbul,avcilar,mustafa_kemal_pasa,1,1,75,13,5,13500,37
istanbul,sisli,gulbahar,2,1,80,15,-2,22000,26
istanbul,eyupsultan,esentepe,2,1,80,5,3,26000,26
istanbul,besiktas,dikilitas,1,1,60,40,1,19000,30
istanbul,kagithane,hamidiye,3,1,120,25,1,46000,30
istanbul,beyoglu,gumussuyu,1,1,68,3,1,37500,34
istanbul,bakirkoy,basinkoy,2,1,120,30,0,38000,40
istanbul,sariyer,maslak,1,1,85,15,3,50000,42
istanbul,esenyurt,sehitler,2,1,100,3,-2,12000,33
istanbul,beyoglu,cihangir,3,1,110,50,2,60000,27
istanbul,fatih,sumbul_efendi,2,1,100,31,-2,16000,33
istanbul,kadikoy,osmanaga,1,1,60,20,5,35000,30
istanbul,avcilar,yesilkent,2,1,110,12,2,11250,36
istanbul,buyukcekmece,pinartepe,3,1,130,31,3,28000,32
istanbul,sariyer,maden,2,1,110,20,-2,30000,36
istanbul,basaksehir,bahcesehir_1_kisim,1,1,66,5,3,24000,33
istanbul,avcilar,firuzkoy,1,1,60,47,0,10000,30
istanbul,beyoglu,purtelas_hasan_efendi,2,1,120,35,3,50000,40
istanbul,umraniye,necip_fazil,3,1,105,25,3,25000,26
istanbul,bakirkoy,yesilkoy,2,1,115,40,5,57000,38
istanbul,kucukcekmece,sultan_murat,2,1,65,4,-2,17000,21
istanbul,gungoren,mehmet_nesih_ozmen,4,1,160,24,2,55000,32
istanbul,kucukcekmece,yarimburgaz,2,1,95,35,4,14000,31
istanbul,fatih,cerrahpasa,2,1,110,35,2,38000,36
istanbul,kadikoy,hasanpasa,1,1,60,12,-3,32000,30
istanbul,gungoren,guven,2,1,100,31,4,22500,33
istanbul,sisli,duatepe,1,1,60,40,2,25000,30
istanbul,atasehir,kucukbakkalkoy,2,1,105,15,3,46500,35
istanbul,sariyer,bahcekoy_merkez,3,1,150,20,3,42000,37
istanbul,kucukcekmece,cumhuriyet,3,1,100,32,2,18000,25
istanbul,atasehir,esatpasa,2,1,70,12,0,21500,23
istanbul,bagcilar,fatih,2,1,100,30,5,15000,33
istanbul,beykoz,cubuklu,3,1,95,45,1,29000,23
istanbul,beyoglu,kaptanpasa,2,1,86,9,1,20000,28
istanbul,eyupsultan,guzeltepe,2,1,85,30,3,21500,28
istanbul,kagithane,ortabayir,1,1,55,3,2,42000,27
istanbul,sariyer,tarabya,2,1,110,30,5,40000,36
istanbul,silivri,gumusyaka,3,1,100,31,4,12000,25
istanbul,kucukcekmece,kanarya,1,1,105,27,0,11500,52
istanbul,atasehir,icerenkoy,1,1,65,16,1,30000,32
istanbul,besiktas,mecidiye,1,1,80,32,5,25000,40
istanbul,esenyurt,akcaburgaz,2,1,70,5,-2,12000,23
istanbul,beyoglu,ornektepe,2,1,85,15,-3,18000,28
istanbul,kagithane,ortabayir,1,1,55,10,4,23000,27
istanbul,sisli,ferikoy,3,1,130,30,1,50000,32
istanbul,sisli,kustepe,2,1,80,5,3,30000,26
istanbul,beylikduzu,sahil,2,1,60,1,1,30000,20
istanbul,uskudar,cengelkoy,3,1,130,27,4,38000,32
istanbul,beykoz,akbaba,2,1,85,30,1,25000,28
istanbul,besiktas,gayrettepe,2,1,130,30,1,55000,43
istanbul,kagithane,sultan_selim,2,1,115,29,4,20000,38
istanbul,kagithane,merkez,1,1,60,13,1,19500,30
istanbul,kagithane,hamidiye,3,1,145,25,3,25000,36
istanbul,maltepe,findikli,2,1,75,7,5,30000,25
istanbul,kagithane,harmantepe,3,1,160,35,2,26500,40
istanbul,besiktas,dikilitas,3,1,120,35,3,35000,30
istanbul,esenler,menderes,1,1,75,12,-2,14000,37
istanbul,uskudar,murat_reis,2,1,70,35,0,23000,23
istanbul,kucukcekmece,gultepe,3,1,120,27,5,15000,30
istanbul,kadikoy,acibadem,2,1,95,30,-2,24000,31
istanbul,sariyer,fatih_sultan_mehmet,1,1,55,20,1,13000,27
istanbul,sisli,merkez,3,1,120,44,3,35000,30
istanbul,silivri,cumhuriyet,4,1,145,30,-1,30000,29
istanbul,basaksehir,altinsehir,1,1,80,6,5,15000,40
istanbul,esenler,kemer,2,1,100,35,0,10000,33
istanbul,beyoglu,cihangir,1,1,75,15,-2,44000,37
istanbul,kadikoy,goztepe,3,1,150,31,1,55000,37
istanbul,fatih,koca_mustafapasa,1,1,75,30,2,16500,37
istanbul,kagithane,seyrantepe,2,1,80,30,6,15000,26
istanbul,besiktas,gayrettepe,2,1,160,40,4,65000,53
istanbul,kadikoy,caferaga,2,1,80,35,1,30000,26
istanbul,beyoglu,cihangir,2,1,120,5,4,60000,40
istanbul,uskudar,kisikli,2,1,70,29,-2,19000,23
istanbul,esenyurt,ucevler,2,1,110,3,-2,12000,36
istanbul,besiktas,gayrettepe,1,1,57,2,3,57500,28
istanbul,umraniye,armaganevler,1,1,55,9,1,20000,27
istanbul,sisli,ergenekon,2,1,90,30,2,30000,30
istanbul,bakirkoy,yesilkoy,3,1,150,45,3,45000,37
istanbul,kagithane,ortabayir,1,1,55,3,5,42000,27
istanbul,basaksehir,bahcesehir_2_kisim,2,1,100,20,5,20000,33
istanbul,fatih,aksaray,1,1,55,30,3,18000,27
istanbul,sisli,fulya,2,1,90,6,4,45000,30
istanbul,maltepe,feyzullah,4,1,120,30,1,13000,24
istanbul,maltepe,kucukyali,1,1,50,0,0,30000,25
istanbul,sisli,tesvikiye,2,1,90,40,-2,45000,30
istanbul,adalar,nizam,2,1,80,30,1,45000,26
istanbul,kadikoy,goztepe,3,1,135,17,3,70000,33
istanbul,maltepe,kucukyali,2,1,100,35,0,30000,33
istanbul,sariyer,kirecburnu,3,1,140,25,1,40000,35
istanbul,beykoz,incirkoy,2,1,110,35,2,26000,36
istanbul,kagithane,yahya_kemal,2,1,85,4,5,40000,28
istanbul,sisli,gulbahar,2,1,90,25,3,20000,30
istanbul,bakirkoy,yenimahalle,2,1,75,45,3,20000,25
istanbul,esenyurt,osmangazi,2,1,110,9,1,12000,36
istanbul,bahcelievler,soganli,2,1,95,37,5,20000,31
istanbul,maltepe,zumrutevler,1,1,65,8,1,37500,32
istanbul,kagithane,ortabayir,1,1,65,3,0,40000,32
istanbul,beyoglu,kuloglu,2,1,75,40,3,45000,25
istanbul,kucukcekmece,cumhuriyet,3,1,120,27,0,15000,30
istanbul,fatih,molla_gurani,3,1,85,45,3,20000,21
istanbul,besiktas,konaklar,2,1,120,30,3,53000,40
istanbul,sancaktepe,abdurrahmangazi,1,1,66,10,2,24750,33
istanbul,pendik,yenisehir,1,1,56,12,5,25000,28
istanbul,besiktas,dikilitas,2,1,80,40,3,30000,26
istanbul,kagithane,harmantepe,2,1,95,20,1,25000,31
istanbul,uskudar,mimar_sinan,1,1,60,35,0,17000,30
istanbul,tuzla,evliya_celebi,1,1,55,25,3,18000,27
istanbul,kucukcekmece,yesilova,2,1,100,26,5,17000,33
istanbul,pendik,dumlupinar,2,1,125,0,3,36000,41
istanbul,fatih,sehremini,2,1,80,42,5,20000,26
istanbul,uskudar,salacak,1,1,65,40,2,40000,32
istanbul,kagithane,sirintepe,2,1,75,7,4,20000,25
istanbul,gaziosmanpasa,karadeniz,1,1,105,10,3,33000,52
istanbul,kagithane,emniyet_evleri,1,1,50,30,0,12000,25
istanbul,fatih,aksaray,1,1,45,40,0,16000,22
istanbul,beylikduzu,sahil,2,1,73,1,1,32000,24
istanbul,beylikduzu,buyuksehir,1,1,60,25,3,17000,30
istanbul,kagithane,harmantepe,1,1,50,7,3,18500,25
istanbul,cekmekoy,merkez,2,1,85,11,-2,20000,28
istanbul,sisli,merkez,3,1,145,32,1,45000,36
istanbul,silivri,mimar_sinan,2,1,90,25,1,19500,30
istanbul,sisli,gulbahar,1,1,75,15,6,19000,37
istanbul,bagcilar,mahmutbey,2,1,100,26,2,22000,33
istanbul,pendik,ahmet_yesevi,1,1,85,15,5,15500,42
istanbul,beyoglu,gumussuyu,2,1,88,10,3,40000,29
istanbul,fatih,haseki_sultan,1,1,70,38,3,13000,35
istanbul,fatih,sehremini,1,1,65,45,1,20000,32
istanbul,basaksehir,altinsehir,2,1,85,4,4,12000,28
istanbul,esenler,namik_kemal,2,1,85,30,0,17500,28
istanbul,esenyurt,akcaburgaz,1,1,70,4,5,10000,35
istanbul,umraniye,yukari_dudullu,2,1,90,26,1,22000,30
istanbul,eyupsultan,circir,2,1,90,8,2,32000,30
istanbul,buyukcekmece,fatih,2,1,140,25,2,32000,46
istanbul,atasehir,icerenkoy,2,1,90,10,1,30000,30
istanbul,beykoz,ortacesme,3,1,120,22,2,36000,30
istanbul,kagithane,ortabayir,2,1,85,28,1,18500,28
istanbul,kagithane,sultan_selim,1,1,75,29,2,18000,37
istanbul,fatih,ayvansaray,3,1,135,25,1,30000,33
istanbul,besiktas,yildiz,2,1,75,50,1,35000,25
istanbul,fatih,koca_mustafapasa,2,1,75,49,3,17500,25
istanbul,fatih,silivrikapi,2,1,75,35,-1,12000,25
istanbul,bakirkoy,yesilkoy,2,1,90,0,3,60000,30
istanbul,beykoz,ortacesme,3,1,120,30,4,30000,30
istanbul,sisli,gulbahar,2,1,95,25,2,22000,31
istanbul,besiktas,dikilitas,1,1,55,32,1,18000,27
istanbul,fatih,koca_mustafapasa,1,1,65,32,4,15500,32
istanbul,sisli,mesrutiyet,1,1,78,36,-2,25000,39
istanbul,fatih,sehremini,3,1,130,45,4,24000,32
istanbul,kadikoy,osmanaga,1,1,60,25,3,27500,30
istanbul,tuzla,aydintepe,1,1,65,9,2,23000,32
istanbul,fatih,sehremini,1,1,80,50,5,20000,40
istanbul,kagithane,talatpasa,1,1,80,25,4,20000,40
istanbul,uskudar,cumhuriyet,1,1,65,4,-2,25500,32
istanbul,buyukcekmece,19_mayis,3,1,140,31,1,16500,35
istanbul,beylikduzu,sahil,2,1,64,1,2,31000,21
istanbul,bahcelievler,sirinevler,2,1,100,0,2,35000,33
istanbul,kagithane,sirintepe,2,1,80,5,0,19000,26
istanbul,beyoglu,tomtom,2,1,75,40,2,40000,25
istanbul,bahcelievler,sirinevler,2,1,85,34,4,20000,28
istanbul,cekmekoy,merkez,2,1,85,6,-2,23000,28
istanbul,kagithane,ortabayir,3,1,130,25,3,45000,32
istanbul,esenyurt,mehtercesme,2,1,95,4,-2,12000,31
istanbul,buyukcekmece,pinartepe,3,1,180,11,4,34000,45
istanbul,gungoren,abdurrahman_nafiz_gurman,3,1,120,30,-3,28000,30
istanbul,beyoglu,cihangir,1,1,75,60,2,40000,37
istanbul,avcilar,gumuspala,2,1,95,27,5,17000,31
